l00,l01,l02,l10,l11,l12,l20,l21,l22,li00,li01,li02,li10,li11,li12,li20,li21,li22,o1,o2
-35127142060045,-17764363566677,-35241602117619,30184396,10549932,-30184396,-1772500,-37920244,1772500,-4,4859606,3225875,0,-443125,-7546099,-4,-4620455,588392,281197612767569,25703003982169
-5141221049968,-65227523127696,-546060966417,10069568,-10069568,54066108,12882496,-12882496,-42642692,-4,9856800,12548529,-4,-803873,-967998,0,3220624,-2517392,281197612767569,114612209799041
-29120106516131,-41248637661533,-4785039864789,14463348,-14463348,-40819540,8353876,-8353876,54268108,-4,8094713,5736008,-4,-5472314,-4468877,0,-2088469,3615837,281197612767569,54402923668969
-21271495277509,49097248900155,-22316278399512,3720428,3720428,-55552096,20237292,20237292,450464,-4,1683054,9394899,4,-1570438,4493125,0,-5059323,930107,281197612767569,93473765009041
34054151847619,36314592330045,3468879485841,-15560948,15560948,21891652,12446444,-12446444,54844132,4,-7229124,2632587,4,6481909,-2840326,0,3111611,3890237,281197612767569,241838780349305
2161471222057,22735757651869,8726886866738,9502884,-3167628,-81890104,-2284572,761524,-335752376,4,27143551,-6516352,12,-2507441,923470,0,-190381,-791907,281197612767569,206461741129377
12607640904282,-5714068107277,-70368744177664,-23994008,10032076,0,-26802136,-35718036,0,0,-8929509,-2508019,0,6700534,-5998502,-4,-2143954,37739,281197612767569,249963636201993
-12747391147869,57621353029795,-14947263804885,-11692404,-11692404,47914156,15420172,15420172,33103148,-4,-7595480,9187705,4,-680307,2790834,0,3855043,2923101,281197612767569,224768177276849
-25672258623990,-44696485553674,4820840440041,-4444120,4444120,44154788,-26413208,26413208,9083844,-4,1894839,-7087622,-4,-376122,3951075,0,6603302,-1111030,281197612767569,8012292231577
-8939989324756,706887867129,-70368744177664,7897264,-41064476,0,-26133072,-6680668,0,0,1670167,-10266119,0,-6533268,-1974316,-4,-277816,1284425,281197612767569,90841787150785
1999965365977,70368744177664,24865068821274,16062308,0,27460712,-16886332,0,41226280,0,10306570,-6865178,4,-1784638,-1223803,0,4221583,4015577,281197612767569,44323357454889
-4610593600175,-65758150577489,6519195808371,-7286460,7286460,61185484,13246276,-13246276,43288524,-4,-9806265,14462906,-4,1015866,-833465,0,3311569,1821615,281197612767569,241042865122513
28771707681563,-41597036496101,-22757227462185,3743852,3743852,-44905636,24391244,24391244,8172220,4,-764320,6938951,-4,2807375,4287458,0,-6097811,935963,281197612767569,160385428769721
-4965630575315,13272382667309,-70368744177664,-6774604,-29846348,0,32812532,-21634572,0,0,-5408643,7461587,0,-8203133,-1693651,-4,-1165543,-845976,281197612767569,122015889901793
16683713175553,-26308497079798,53685031002111,20798468,-21323736,-20798468,-19228188,-34419992,19228188,4,4767648,-6010985,0,-4807047,-5199617,4,-3837350,-680051,281197612767569,223476972301897
-23984194536591,46384549641073,16929992316738,-11793980,-11793980,46863624,-18822076,-18822076,-20674040,-4,-2274797,-8432082,4,-2893713,-3283824,0,4705519,-2948495,281197612767569,135971565884913
26625957180241,-43742786997423,14112010714103,21391684,21391684,2569180,-3617948,-3617948,52198076,4,7930484,-1471757,-4,5119035,829462,0,904487,5347921,281197612767569,178966901074393
-13321908555543,-7333704509564,-70368744177664,-917596,-33763824,0,32861284,-17848048,0,0,-4462012,8440956,0,-8215321,-229399,-4,1700915,-1574098,281197612767569,246705896825857
33010200095423,37358544082241,-6295141139424,3198716,-3198716,43020416,-25149284,25149284,13745280,4,2386791,-5638312,4,-1049529,5116792,0,6287321,799679,281197612767569,145223094029929
-7158599117489,-56051545942686,17825479563460,8141116,-16282232,-67448048,6615612,-13231224,83488528,-8,15787578,14462408,-4,-2542277,-1199802,0,-1653903,2035279,281197612767569,135279178597137
23547351251189,46821392926475,4284476518426,16084948,-16084948,22812776,5783796,-5783796,-61794136,4,10190984,4039583,4,-5257550,-1663611,0,1445949,-4021237,281197612767569,93950153108473
14048044506779,-5722513190423,-70368744177664,14724716,39420836,0,-26704340,4970724,0,0,1242681,-9855209,0,6676085,3681179,-4,-294829,-2266802,281197612767569,263876044014369
1157118790366,-34605812693649,4821607719722,-10685576,-5342788,-99834712,-15091272,-7545636,69735784,4,-8444379,-12365654,-8,-545188,-227370,0,-1886409,1335697,281197612767569,98209244959369
-27927174532754,42441569644910,4977868996103,-10662472,-10662472,-57279460,-13455688,-13455688,33309852,-4,-5260514,-8448189,4,-3066949,-5871676,0,-3363922,2665618,281197612767569,175224588317745
10757936171131,6635823916647,70368744177664,23647724,34217372,0,-18646964,20629884,0,0,5157471,-8554343,0,4661741,5911931,4,-1228077,750284,281197612767569,214031480836633
4281599269830,33043572453917,7387429906993,16160536,-8080268,-73874236,-13937256,6968628,-75628412,4,9061243,-8460348,8,-784617,1547863,0,-1742157,-2020067,281197612767569,238741798856257
2044311565844,21250686397191,-70368744177664,4524112,-45961188,0,-23290928,-12250180,0,0,3062545,-11490297,0,-5822732,-1131028,-4,-1669438,-675369,281197612767569,57320160836265
-21890568980673,26587606216318,1924010489302,9699580,19399160,52739928,-5652228,-11304456,85344088,-8,8138716,-4849114,4,6598653,-4167934,0,1413057,2424895,281197612767569,124663662225745
-27328381767045,-43040362410619,-5043666980916,-21856788,21856788,-4649168,4955596,-4955596,52566704,-4,-8126777,-1102550,-4,5014899,59742,0,1238899,5464197,281197612767569,67624928517177
13036486335839,-31259285170147,-555026381675,-4318852,-12956556,-120447404,6190396,18571188,-88051820,12,-9815240,13350773,-4,-4065905,5587026,0,-1547599,-1079713,281197612767569,275266281229665
14196460744357,-16437335295436,56172283433307,22120084,22321360,-22120084,16495092,-34254256,-16495092,4,7799184,3162791,0,4123773,-5530021,4,-764380,-2417549,281197612767569,176321310656201
29914312649425,40454431528239,4582311203801,-16627900,16627900,31116132,-17257532,17257532,-35417116,4,-5371201,-4201408,4,3483078,3577625,0,4314383,-4156975,281197612767569,91844434272881
-20517394777139,538468883522,-49851349400525,-26993868,22882568,26993868,6072020,36562248,-6072020,-4,-6463835,4104316,0,1518005,6748467,-4,2676727,-1616326,281197612767569,227178135390809
6259963640893,-64108780536771,29331068362105,12803316,12803316,-47943196,6834868,6834868,62344356,4,14911786,9585381,-4,674303,2400418,0,-1708717,3200829,281197612767569,48775245019265
459103407777,-27505980267210,70368744177664,23500420,13040856,0,-9098524,42860824,0,0,10715206,-3260214,0,2274631,5875105,4,819207,2317752,281197612767569,100237887354601
-5954944846713,-24330817071714,-70368744177664,24827420,2498168,0,11818268,-44159880,0,0,11039970,624542,0,2954567,-6206855,-4,-1955832,2093241,281197612767569,246146937036689
403135054298,70368744177664,-9657784339389,11689832,0,-44735220,-9344088,0,-60556052,0,15139013,-11183805,4,-407338,-337023,0,-2336022,-2922458,281197612767569,53416353799289
-15661299730079,-19130879801732,54707444447585,8864132,37005808,8864132,26382020,-16878352,26382020,-4,1487380,7794909,0,6595505,-2216033,4,2732208,1456543,281197612767569,14349113190305
-7877547354846,5923799622039,-70368744177664,18582664,-27964836,0,17009224,34991740,0,0,8747935,6991209,0,-4252306,4645666,-4,-1337271,-391560,281197612767569,30450896194313
17845275418337,-16832917922653,-5763516486420,-3483772,-10451316,-129924176,6819076,20457228,-68872784,12,-4537652,7555793,-4,-4226848,8308417,0,-1704769,-870943,281197612767569,272174906777777
10115729517434,-60253014660230,27896487352603,-17791512,-17791512,-13133716,6648616,6648616,-58374964,4,-11836912,4574711,-4,-2756829,-1291282,0,-1662154,-4447878,281197612767569,256797090435737
27274186107937,-15820371961790,-4960872880731,11209860,22419720,5399188,704068,1408136,-100099244,8,5650921,-91675,-4,9686945,720736,0,176017,-2802465,281197612767569,156038071999169
9202779498735,11067094990785,-70368744177664,25036732,6675204,0,-9512868,42433636,0,0,10608409,-1668801,0,2378217,6259183,-4,1761390,766155,281197612767569,257753712608041
-7248915001626,31559914588019,2997591733386,-23993448,-11996724,-13735384,-6746216,-3373108,89988648,-4,-10125750,-1412297,8,-2245662,-609252,0,-843277,2999181,281197612767569,140410657285585
28384851933992,-41983892243672,23073028027485,13061280,13061280,40549748,-13763168,-13763168,43472532,4,5356029,-7118926,-4,5512104,-3018511,0,3440792,3265320,281197612767569,166200313064633
-9215982276465,-51936779624734,-16651079256148,-7821764,15643528,71282352,6536188,-13072376,84378032,-8,-16342456,12227354,-4,2376026,-2796617,0,1634047,1955441,281197612767569,200266949890529
29548635902985,-40820108274679,4211989922005,-18019292,-18019292,14290772,4218116,4218116,59137716,4,-8639399,1802838,-4,-6145030,1769855,0,1054529,4504823,281197612767569,110632736563017
4088725475694,-33140009350985,6505572839395,21024184,10512092,45732748,-9697096,-4848548,86011660,4,10014690,-5627395,-8,1473535,-178397,0,1212137,2628023,281197612767569,132608302264049
4302230500191,-70368744177664,-30184396486363,-3640964,0,-47452012,23077212,0,-8470220,0,-2117555,11863003,-4,2345256,1115729,0,-5769303,-910241,281197612767569,29302767266521
-6180705916765,70368744177664,-20275747553551,-17779060,0,-34138172,12830412,0,-38691196,0,-9672799,8534543,4,-1773817,-531080,0,-3207603,-4444765,281197612767569,80977793289473
24935019449320,-45433724728344,-16662649136187,17010592,17010592,-25707756,8230560,8230560,53749492,4,8188638,5156553,-4,5248735,1270386,0,-2057640,4252648,281197612767569,125865514360681
-20857831808602,49510912369062,-636893978195,18034328,18034328,-30330188,-11030376,-11030376,-43880012,-4,7743369,-5294216,4,3226634,-2288331,0,-2757594,-4508582,281197612767569,260223273188369
14932160753260,25572261917884,-9969604904405,-8287824,24863472,-25699156,-1024720,3074160,132672396,12,-12162294,-1454149,4,7001935,1656880,0,-256180,2071956,281197612767569,13671159287033
13710526182263,-29237165630875,-5311884792162,7999964,23999892,-42892680,-3067748,-9203244,-124290056,12,12736487,-4908234,-4,6112009,-1938312,0,-766937,-1999991,281197612767569,254398121167905
2522145930087,-6680189944421,70368744177664,30634396,5253740,0,16464316,-33929204,0,0,8482301,1313435,0,4116079,-7658599,4,86723,-774116,281197612767569,69794979185545
-6719645462569,-13687231404003,70368744177664,-2227364,-32404364,0,-33497124,18159092,0,0,-4539773,-8101091,0,-8374281,556841,4,-2062370,-665279,281197612767569,42108335279409
15470320802227,-54898423375437,14264291990200,-18793780,-18793780,30444256,-12515284,-12515284,-39634464,4,-8364478,-4985387,-4,-1544138,-2625677,0,3128821,-4698445,281197612767569,201101959566105
-10923653753562,-59445090424102,9851592247941,-17630056,17630056,-26839532,-6210792,6210792,54407380,-4,-11707747,-5051228,-4,1894098,1658655,0,-1552698,4407514,281197612767569,55047468339009
-19331363303530,51037380874134,33014778337513,-12507560,-12507560,-44130396,16781464,16781464,-30807548,-4,-7554394,6534739,4,-147493,4497860,0,-4195366,-3126890,281197612767569,190785971588009
130687491331,-70368744177664,-34957489140152,-1701876,0,-54388448,-20335604,0,11680032,0,-2920008,-13597112,-4,2520136,-236615,0,-5083901,425469,281197612767569,189347955335761
15760380347139,-54608363830525,7080038374099,12034060,12034060,-48119988,12757228,12757228,42547756,4,8575487,9032960,-4,2061452,2997037,0,-3189307,3008515,281197612767569,230539465915705
-25710061817143,18948620543378,3245259027833,2656036,5312072,86757860,-12215964,-24431928,24875044,-8,1956251,-5779209,4,2131255,-7955128,0,3053991,664009,281197612767569,202178059048545
12948699209929,31522646547877,735425021948,-7323868,21971604,44675056,2869764,-8609292,136224880,12,-15278446,4945795,4,6259258,-2074323,0,717441,1830967,281197612767569,4679388690377
20261145807337,-50107598370327,-8158558567798,-7838812,-7838812,45457960,-23939036,-23939036,-4806872,4,-161836,-8319541,-4,-1039882,-3044949,0,5984759,-1959703,281197612767569,199154573736817
-28575960243905,-41792783933759,8345667049520,3123452,-3123452,-48389952,22360796,-22360796,14042816,-4,1422054,7277443,-4,-2088650,-4820045,0,-5590199,780863,281197612767569,87141323115353
-21055549418495,49313194759169,-6478549614825,-24105980,-24105980,-13385636,-634684,-634684,46353820,-4,-8106380,-2899939,4,-3482075,-446470,0,-158671,6026495,281197612767569,156189989151105
-21659128719380,-21107306045623,48709615458284,15544240,-35374812,15544240,-25692112,-13963132,-25692112,-4,4342944,-4956023,0,-6423028,-3886060,4,-852161,-3887680,281197612767569,78400867715049
-27573709169047,42795035008617,-1144939853299,16692644,16692644,30430260,7137956,7137956,-54436556,-4,8247418,4694471,4,5361721,2913094,0,1784489,-4173161,281197612767569,22559610312849
-17514842463694,-36406851748965,-33961892428699,-2064184,35660396,-35660396,-31130616,-7639732,7639732,0,-1909933,-8915099,-4,4231507,1969918,-4,-3551147,2485964,281197612767569,220033137950073
-5677811290039,-64690932887625,-26133337611613,-4752092,4752092,-55599476,-18968476,18968476,14996044,-4,-1685402,-13219541,-4,2063609,680328,0,-4742119,1188023,281197612767569,271512339378337
-7494782964250,-31436980606707,3540273745193,-4694120,2347060,163868836,11641048,-5820524,73324676,-4,-8116175,18331472,-8,2098819,-4304265,0,1455131,586765,281197612767569,112983771347977
-26374266624622,2166342075869,-43994477553042,32837192,18416500,-32837192,981320,-33736972,-981320,-4,5280634,2625767,0,245330,-8209298,-4,-3153609,-1978358,281197612767569,21128012183985
-15544260443242,4112920120167,-54824483734422,27260504,-21843556,-27260504,8745752,34293628,-8745752,-4,6551772,4652925,0,-2186438,6815126,-4,-2021635,-807964,281197612767569,113575293719449
-24845129164040,45523615013624,11289039690817,-9925664,-9925664,-39760636,22339040,22339040,-23946556,-4,-4768879,6032496,4,-1217760,3907663,0,-5584760,-2481416,281197612767569,256930179285953
19466592986211,31435558205242,-10975857609991,14263692,-28527384,-23476252,5513644,-11027288,69859908,8,7372063,3734263,4,-5046457,-1067400,0,-1378411,3565923,281197612767569,112776357123113
23430883168103,-28575414275672,-18362446733889,-26230372,14755488,-40985860,-16024676,-33909088,17884412,4,-4027741,-5123492,-4,-443362,-5122973,-4,-4449531,1434620,281197612767569,61278802042577
1755679830008,34306532173828,-3393282512823,-7741472,3870736,133324068,12215008,-6107504,80507332,4,-9738709,16296372,8,649415,-738273,0,1526876,967684,281197612767569,199505509420473
-4139397376504,22076448933720,-362730000107,1128480,376160,219664468,15288864,5096288,-17084524,-4,1333394,17229055,12,270949,3228952,0,1274072,-94040,281197612767569,268057582492385
-31960387896955,-38408356280709,-5857579242840,-1756652,1756652,-36697440,29515636,-29515636,-24336992,-4,-2706648,5044065,-4,3377600,-4130295,0,-7378909,-439163,281197612767569,178499549237321
24779749567936,-45588994609728,-17363846996853,-16795904,-16795904,-36641236,9836288,9836288,-45575764,4,-7988451,4898466,-4,-3405490,4261843,0,-2459072,-4198976,281197612767569,196782527023089
-8278916924921,-34769184575421,35599559602243,18213916,-24619764,-24619764,26029308,26631532,26631532,0,6657883,6154941,-4,-4075361,1579474,4,-2431966,2974005,281197612767569,62121969298393
23974987981978,46393756195686,-5935859992267,20834920,-20834920,-2658092,399848,-399848,-54090092,4,8923763,-877492,4,-4598760,-212969,0,99962,-5208730,281197612767569,191338426267137
2502448814142,-70368744177664,-19880258257655,-16275208,0,-26038236,-9829320,0,53453188,0,-13363297,-6509559,-4,219009,-1380992,0,-2457330,4068802,281197612767569,136401242157161
-22019020325499,-4288567875401,48349723852165,-15711724,-36772132,-15711724,-22905580,18051036,-22905580,-4,-2751685,-6555834,0,-5726395,3927931,4,-1761074,-2637199,281197612767569,271779881006353
21098031395207,49270712782457,5744083542208,-15807972,15807972,23167744,-5579140,5579140,-63046912,4,-11149884,-3732797,4,4611844,2059139,0,1394785,-3951993,281197612767569,165830335131129
14060703118813,-28042214806764,-42326529370900,-16661644,-34415536,34415536,-24307276,17366352,-17366352,0,-4341588,-8603884,-4,-4522696,786297,-4,1554123,-3379114,281197612767569,244696259253537
3721626327789,20797109365613,70368744177664,-6547532,-47097420,0,23180564,-5216492,0,0,-1304123,11774355,0,-5795141,-1636883,4,1781695,-138944,281197612767569,14542437495945
